"SampleName";"Locus";"Coverage"
"S219";"D3S1358";2218
"S219";"D4S2408";1122
"S219";"D5S818";845
"S219";"D6S1043";2871
"S219";"D7S820";590
"S219";"D8S1179";1406
"S219";"D9S1122";1538
"S219";"FGA";1932
"S219";"PENTA D";607
"S219";"PENTA E";358
"S219";"TH01";4112
"S219";"TPOX";699
"S219";"VWA";357
"S22";"CSF1PO";504
"S22";"D10S1248";775
"S22";"D12S391";977
"S22";"D13S317";830
"S22";"D16S539";1620
"S22";"D17S1301";1164
"S22";"D18S51";1319
"S22";"D19S433";920
"S22";"D1S1656";289
"S22";"D20S482";3378
"S22";"D21S11";1005
"S22";"D22S1045";1737
"S22";"D2S1338";785
"S22";"D2S441";1767
"S22";"D3S1358";2299
"S22";"D4S2408";1501
"S22";"D5S818";433
"S22";"D6S1043";2288
"S22";"D7S820";645
"S22";"D8S1179";1514
"S22";"D9S1122";2656
"S22";"FGA";1728
"S22";"PENTA D";714
"S22";"PENTA E";421
"S22";"TH01";3016
"S22";"TPOX";1354
"S22";"VWA";427
"S220";"CSF1PO";245
"S220";"D10S1248";744
"S220";"D12S391";887
"S220";"D13S317";1450
"S220";"D16S539";1505
"S220";"D17S1301";740
"S220";"D18S51";1013
"S220";"D19S433";1279
"S220";"D1S1656";447
"S220";"D20S482";3114
"S220";"D21S11";698
"S220";"D22S1045";1293
"S220";"D2S1338";841
"S220";"D2S441";1125
"S220";"D3S1358";2679
"S220";"D4S2408";920
"S220";"D5S818";585
"S220";"D6S1043";2499
"S220";"D7S820";601
"S220";"D8S1179";1271
"S220";"D9S1122";1694
"S220";"FGA";2228
"S220";"PENTA D";803
"S220";"PENTA E";444
"S220";"TH01";3249
"S220";"TPOX";508
"S220";"VWA";383
"S221";"CSF1PO";192
"S221";"D10S1248";483
"S221";"D12S391";562
"S221";"D13S317";798
"S221";"D16S539";841
"S221";"D17S1301";525
"S221";"D18S51";454
"S221";"D19S433";803
"S221";"D1S1656";180
"S221";"D20S482";2607
"S221";"D21S11";392
"S221";"D22S1045";1146
"S221";"D2S1338";478
"S221";"D2S441";901
"S221";"D3S1358";1900
"S221";"D4S2408";831
"S221";"D5S818";463
"S221";"D6S1043";1830
"S221";"D7S820";515
"S221";"D8S1179";901
"S221";"D9S1122";809
"S221";"FGA";1191
"S221";"PENTA D";372
"S221";"PENTA E";186
"S221";"TH01";2651
"S221";"TPOX";534
"S221";"VWA";244
"S222";"CSF1PO";223
"S222";"D10S1248";901
"S222";"D12S391";946
"S222";"D13S317";1251
"S222";"D16S539";1298
"S222";"D17S1301";771
"S222";"D18S51";921
"S222";"D19S433";1464
"S222";"D1S1656";420
"S222";"D20S482";3982
"S222";"D21S11";696
"S222";"D22S1045";1403
"S222";"D2S1338";899
"S222";"D2S441";1315
"S222";"D3S1358";2595
"S222";"D4S2408";920
"S222";"D5S818";579
"S222";"D6S1043";3456
"S222";"D7S820";729
"S222";"D8S1179";1193
"S222";"D9S1122";1342
"S222";"FGA";1973
"S222";"PENTA D";615
"S222";"PENTA E";421
"S222";"TH01";4594
"S222";"TPOX";662
"S222";"VWA";467
"S223";"CSF1PO";201
"S223";"D10S1248";476
"S223";"D12S391";719
"S223";"D13S317";559
"S223";"D16S539";727
"S223";"D17S1301";559
"S223";"D18S51";684
"S223";"D19S433";802
"S223";"D1S1656";169
"S223";"D20S482";1774
"S223";"D21S11";420
"S223";"D22S1045";502
"S223";"D2S1338";565
"S223";"D2S441";767
"S223";"D3S1358";1436
"S223";"D4S2408";514
"S223";"D5S818";260
"S223";"D6S1043";2013
"S223";"D7S820";366
"S223";"D8S1179";817
"S223";"D9S1122";800
"S223";"FGA";874
"S223";"PENTA D";403
"S223";"PENTA E";271
"S223";"TH01";2358
"S223";"TPOX";328
"S223";"VWA";194
"S224";"CSF1PO";176
"S224";"D10S1248";672
"S224";"D12S391";690
"S224";"D13S317";894
"S224";"D16S539";780
"S224";"D17S1301";584
"S224";"D18S51";734
"S224";"D19S433";812
"S224";"D1S1656";275
"S224";"D20S482";2461
"S224";"D21S11";476
"S224";"D22S1045";1151
"S224";"D2S1338";685
"S224";"D2S441";1004
"S224";"D3S1358";1960
"S224";"D4S2408";548
"S224";"D5S818";390
"S224";"D6S1043";1936
"S224";"D7S820";520
"S224";"D8S1179";933
"S224";"D9S1122";953
"S224";"FGA";1257
"S224";"PENTA D";497
"S224";"PENTA E";313
"S224";"TH01";2470
"S224";"TPOX";390
"S224";"VWA";300
"S225";"CSF1PO";147
"S225";"D10S1248";522
"S225";"D12S391";604
"S225";"D13S317";623
"S225";"D16S539";752
"S225";"D17S1301";496
"S225";"D18S51";601
"S225";"D19S433";737
"S225";"D1S1656";169
"S225";"D20S482";2128
"S225";"D21S11";407
"S225";"D22S1045";326
"S225";"D2S1338";743
"S225";"D2S441";822
"S225";"D3S1358";1385
"S225";"D4S2408";685
"S225";"D5S818";273
"S225";"D6S1043";1740
"S225";"D7S820";461
"S225";"D8S1179";905
"S225";"D9S1122";1019
"S225";"FGA";1072
"S225";"PENTA D";377
"S225";"PENTA E";217
"S225";"TH01";2543
"S225";"TPOX";382
"S225";"VWA";256
"S226";"CSF1PO";159
"S226";"D10S1248";429
"S226";"D12S391";336
"S226";"D13S317";465
"S226";"D16S539";585
"S226";"D17S1301";389
"S226";"D18S51";456
"S226";"D19S433";673
"S226";"D1S1656";121
"S226";"D20S482";1707
"S226";"D21S11";217
"S226";"D22S1045";282
"S226";"D2S1338";750
"S226";"D2S441";515
"S226";"D3S1358";1124
"S226";"D4S2408";826
"S226";"D5S818";317
"S226";"D6S1043";1321
"S226";"D7S820";258
"S226";"D8S1179";951
"S226";"D9S1122";766
"S226";"FGA";607
"S226";"PENTA D";300
"S226";"PENTA E";138
"S226";"TH01";2960
"S226";"TPOX";811
"S226";"VWA";169
"S227";"CSF1PO";154
"S227";"D10S1248";603
"S227";"D12S391";645
"S227";"D13S317";806
"S227";"D16S539";788
"S227";"D17S1301";560
"S227";"D18S51";727
"S227";"D19S433";777
"S227";"D1S1656";233
"S227";"D20S482";1969
"S227";"D21S11";395
"S227";"D22S1045";1577
"S227";"D2S1338";641
"S227";"D2S441";776
"S227";"D3S1358";1361
"S227";"D4S2408";560
"S227";"D5S818";359
"S227";"D6S1043";1841
"S227";"D7S820";472
"S227";"D8S1179";886
"S227";"D9S1122";979
"S227";"FGA";1015
"S227";"PENTA D";537
"S227";"PENTA E";254
"S227";"TH01";2632
"S227";"TPOX";438
"S227";"VWA";218
"S228";"CSF1PO";137
"S228";"D10S1248";495
"S228";"D12S391";642
"S228";"D13S317";699
"S228";"D16S539";780
"S228";"D17S1301";515
"S228";"D18S51";828
"S228";"D19S433";858
"S228";"D1S1656";289
"S228";"D20S482";1912
"S228";"D21S11";436
"S228";"D22S1045";455
"S228";"D2S1338";727
"S228";"D2S441";687
"S228";"D3S1358";1464
"S228";"D4S2408";660
"S228";"D5S818";322
"S228";"D6S1043";1777
"S228";"D7S820";399
"S228";"D8S1179";794
"S228";"D9S1122";1053
"S228";"FGA";1011
"S228";"PENTA D";435
"S228";"PENTA E";257
"S228";"TH01";2212
"S228";"TPOX";384
"S228";"VWA";239
"S229";"CSF1PO";160
"S229";"D10S1248";534
"S229";"D12S391";522
"S229";"D13S317";659
"S229";"D16S539";760
"S229";"D17S1301";511
"S229";"D18S51";655
"S229";"D19S433";708
"S229";"D1S1656";147
"S229";"D20S482";2104
"S229";"D21S11";469
"S229";"D22S1045";684
"S229";"D2S1338";719
"S229";"D2S441";768
"S229";"D3S1358";1366
"S229";"D4S2408";654
"S229";"D5S818";367
"S229";"D6S1043";1950
"S229";"D7S820";453
"S229";"D8S1179";857
"S229";"D9S1122";819
"S229";"FGA";1197
"S229";"PENTA D";503
"S229";"PENTA E";291
"S229";"TH01";2325
"S229";"TPOX";303
"S229";"VWA";225
"S23";"CSF1PO";433
"S23";"D10S1248";730
"S23";"D12S391";879
"S23";"D13S317";796
"S23";"D16S539";1413
"S23";"D17S1301";651
"S23";"D18S51";787
"S23";"D19S433";713
"S23";"D1S1656";196
"S23";"D20S482";2939
"S23";"D21S11";817
"S23";"D22S1045";637
"S23";"D2S1338";427
"S23";"D2S441";1103
"S23";"D3S1358";1930
"S23";"D4S2408";965
"S23";"D5S818";437
"S23";"D6S1043";1972
"S23";"D7S820";646
"S23";"D8S1179";1394
"S23";"D9S1122";1492
"S23";"FGA";1658
"S23";"PENTA D";635
"S23";"PENTA E";356
"S23";"TH01";2989
"S23";"TPOX";1044
"S23";"VWA";325
"S230";"CSF1PO";157
"S230";"D10S1248";453
"S230";"D12S391";371
"S230";"D13S317";528
"S230";"D16S539";609
"S230";"D17S1301";433
"S230";"D18S51";651
"S230";"D19S433";624
"S230";"D1S1656";164
"S230";"D20S482";1577
"S230";"D21S11";292
"S230";"D22S1045";509
"S230";"D2S1338";679
"S230";"D2S441";631
"S230";"D3S1358";1000
"S230";"D4S2408";517
"S230";"D5S818";272
"S230";"D6S1043";1926
"S230";"D7S820";375
"S230";"D8S1179";747
"S230";"D9S1122";775
"S230";"FGA";843
"S230";"PENTA D";372
"S230";"PENTA E";217
"S230";"TH01";2127
"S230";"TPOX";390
"S230";"VWA";211
"S231";"CSF1PO";306
"S231";"D10S1248";796
"S231";"D12S391";929
"S231";"D13S317";896
"S231";"D16S539";1380
"S231";"D17S1301";934
"S231";"D18S51";1028
"S231";"D19S433";1292
"S231";"D1S1656";355
"S231";"D20S482";3544
"S231";"D21S11";671
"S231";"D22S1045";1029
"S231";"D2S1338";979
"S231";"D2S441";1415
"S231";"D3S1358";2364
"S231";"D4S2408";1295
"S231";"D5S818";443
"S231";"D6S1043";3392
"S231";"D7S820";721
"S231";"D8S1179";1416
"S231";"D9S1122";1802
"S231";"FGA";1556
"S231";"PENTA D";734
"S231";"PENTA E";389
"S231";"TH01";5158
"S231";"TPOX";797
"S231";"VWA";400
"S232";"CSF1PO";284
"S232";"D10S1248";1030
"S232";"D12S391";1275
"S232";"D13S317";1487
"S232";"D16S539";1445
"S232";"D17S1301";964
"S232";"D18S51";1085
"S232";"D19S433";1388
"S232";"D1S1656";662
"S232";"D20S482";3829
"S232";"D21S11";999
"S232";"D22S1045";977
"S232";"D2S1338";1275
"S232";"D2S441";1971
"S232";"D3S1358";2654
"S232";"D4S2408";1569
"S232";"D5S818";738
"S232";"D6S1043";4549
"S232";"D7S820";771
"S232";"D8S1179";1750
"S232";"D9S1122";2382
"S232";"FGA";2079
"S232";"PENTA D";1086
"S232";"PENTA E";577
"S232";"TH01";5671
"S232";"TPOX";813
"S232";"VWA";469
"S233";"CSF1PO";252
"S233";"D10S1248";1198
"S233";"D12S391";1058
"S233";"D13S317";1170
"S233";"D16S539";1497
"S233";"D17S1301";1220
"S233";"D18S51";1269
"S233";"D19S433";1617
"S233";"D1S1656";437
"S233";"D20S482";4324
"S233";"D21S11";945
"S233";"D22S1045";2385
"S233";"D2S1338";1330
"S233";"D2S441";1919
"S233";"D3S1358";3291
"S233";"D4S2408";1897
"S233";"D5S818";509
"S233";"D6S1043";3391
"S233";"D7S820";979
"S233";"D8S1179";1809
"S233";"D9S1122";2229
"S233";"FGA";2643
"S233";"PENTA D";811
"S233";"PENTA E";582
"S233";"TH01";6497
"S233";"TPOX";1114
"S233";"VWA";478
"S234";"CSF1PO";353
"S234";"D10S1248";1309
"S234";"D12S391";1015
"S234";"D13S317";1356
"S234";"D16S539";2059
"S234";"D17S1301";1186
"S234";"D18S51";1134
"S234";"D19S433";1677
"S234";"D1S1656";621
"S234";"D20S482";4814
"S234";"D21S11";993
"S234";"D22S1045";2707
"S234";"D2S1338";1201
"S234";"D2S441";1819
"S234";"D3S1358";3209
"S234";"D4S2408";1765
"S234";"D5S818";482
"S234";"D6S1043";4722
"S234";"D7S820";936
"S234";"D8S1179";1827
"S234";"D9S1122";2251
"S234";"FGA";2959
"S234";"PENTA D";1041
"S234";"PENTA E";488
"S234";"TH01";6213
"S234";"TPOX";1129
"S234";"VWA";524
"S235";"CSF1PO";244
"S235";"D10S1248";822
"S235";"D12S391";1249
"S235";"D13S317";1233
"S235";"D16S539";1786
"S235";"D17S1301";1180
"S235";"D18S51";1422
"S235";"D19S433";1440
"S235";"D1S1656";344
"S235";"D20S482";3836
"S235";"D21S11";873
"S235";"D22S1045";708
"S235";"D2S1338";1160
"S235";"D2S441";1811
"S235";"D3S1358";2852
"S235";"D4S2408";1106
"S235";"D5S818";587
"S235";"D6S1043";3828
"S235";"D7S820";824
"S235";"D8S1179";1572
"S235";"D9S1122";1788
"S235";"FGA";2441
"S235";"PENTA D";844
"S235";"PENTA E";457
"S235";"TH01";5216
"S235";"TPOX";774
"S235";"VWA";476
"S236";"CSF1PO";387
"S236";"D10S1248";1132
"S236";"D12S391";1279
"S236";"D13S317";1390
"S236";"D16S539";2102
"S236";"D17S1301";1262
"S236";"D18S51";1219
"S236";"D19S433";1772
"S236";"D1S1656";392
"S236";"D20S482";4028
"S236";"D21S11";1037
"S236";"D22S1045";1933
"S236";"D2S1338";1135
"S236";"D2S441";1566
"S236";"D3S1358";2373
"S236";"D4S2408";1728
"S236";"D5S818";693
"S236";"D6S1043";3842
"S236";"D7S820";877
"S236";"D8S1179";1760
"S236";"D9S1122";2252
"S236";"FGA";2468
"S236";"PENTA D";815
"S236";"PENTA E";497
"S236";"TH01";5692
"S236";"TPOX";994
"S236";"VWA";502
"S237";"CSF1PO";167
"S237";"D10S1248";598
"S237";"D12S391";643
"S237";"D13S317";722
"S237";"D16S539";807
"S237";"D17S1301";602
"S237";"D18S51";498
"S237";"D19S433";1000
"S237";"D1S1656";326
"S237";"D20S482";2453
"S237";"D21S11";509
"S237";"D22S1045";514
"S237";"D2S1338";697
"S237";"D2S441";876
"S237";"D3S1358";1789
"S237";"D4S2408";780
"S237";"D5S818";362
"S237";"D6S1043";2134
"S237";"D7S820";511
"S237";"D8S1179";808
"S237";"D9S1122";1202
"S237";"FGA";1364
"S237";"PENTA D";487
"S237";"PENTA E";343
"S237";"TH01";2839
"S237";"TPOX";511
"S237";"VWA";312
"S238";"CSF1PO";257
"S238";"D10S1248";889
"S238";"D12S391";1204
"S238";"D13S317";1034
"S238";"D16S539";1432
"S238";"D17S1301";1009
"S238";"D18S51";950
"S238";"D19S433";1543
"S238";"D1S1656";497
"S238";"D20S482";3930
"S238";"D21S11";879
"S238";"D22S1045";451
"S238";"D2S1338";1176
"S238";"D2S441";1331
"S238";"D3S1358";2312
"S238";"D4S2408";1287
"S238";"D5S818";519
"S238";"D6S1043";3758
"S238";"D7S820";897
"S238";"D8S1179";1385
"S238";"D9S1122";1726
"S238";"FGA";2168
"S238";"PENTA D";725
"S238";"PENTA E";423
"S238";"TH01";5226
"S238";"TPOX";709
"S238";"VWA";529
"S239";"CSF1PO";214
"S239";"D10S1248";1019
"S239";"D12S391";852
"S239";"D13S317";1037
"S239";"D16S539";1311
"S239";"D17S1301";916
"S239";"D18S51";908
"S239";"D19S433";1553
"S239";"D1S1656";470
"S239";"D20S482";3354
"S239";"D21S11";706
"S239";"D22S1045";986
"S239";"D2S1338";880
"S239";"D2S441";1268
"S239";"D3S1358";2441
"S239";"D4S2408";821
"S239";"D5S818";538
"S239";"D6S1043";3425
"S239";"D7S820";737
"S239";"D8S1179";1135
"S239";"D9S1122";1604
"S239";"FGA";1209
"S239";"PENTA D";968
"S239";"PENTA E";627
"S239";"TH01";3225
"S239";"TPOX";548
"S239";"VWA";444
"S24";"CSF1PO";927
"S24";"D10S1248";1288
"S24";"D12S391";744
"S24";"D13S317";1741
"S24";"D16S539";1818
"S24";"D17S1301";1409
"S24";"D18S51";1876
"S24";"D19S433";1282
"S24";"D1S1656";270
"S24";"D20S482";5303
"S24";"D21S11";877
"S24";"D22S1045";532
"S24";"D2S1338";1440
"S24";"D2S441";3024
"S24";"D3S1358";3073
"S24";"D4S2408";2602
"S24";"D5S818";407
"S24";"D6S1043";2827
"S24";"D7S820";1023
"S24";"D8S1179";2985
"S24";"D9S1122";4710
"S24";"FGA";2332
"S24";"PENTA D";238
"S24";"PENTA E";138
"S24";"TH01";6384
"S24";"TPOX";2937
"S24";"VWA";791
"S240";"CSF1PO";227
"S240";"D10S1248";1007
"S240";"D12S391";940
"S240";"D13S317";1190
"S240";"D16S539";1549
"S240";"D17S1301";1030
"S240";"D18S51";870
"S240";"D19S433";1430
"S240";"D1S1656";441
"S240";"D20S482";3826
"S240";"D21S11";1038
"S240";"D22S1045";1092
"S240";"D2S1338";1278
"S240";"D2S441";1679
"S240";"D3S1358";2779
"S240";"D4S2408";1196
"S240";"D5S818";586
"S240";"D6S1043";3670
"S240";"D7S820";859
"S240";"D8S1179";1855
"S240";"D9S1122";1992
"S240";"FGA";1706
"S240";"PENTA D";1021
"S240";"PENTA E";392
"S240";"TH01";4340
"S240";"TPOX";956
"S240";"VWA";514
"S241";"CSF1PO";256
"S241";"D10S1248";1182
"S241";"D12S391";1254
"S241";"D13S317";1174
"S241";"D16S539";1395
"S241";"D17S1301";1041
"S241";"D18S51";891
"S241";"D19S433";1486
"S241";"D1S1656";595
"S241";"D20S482";3822
"S241";"D21S11";874
"S241";"D22S1045";1155
"S241";"D2S1338";1111
"S241";"D2S441";1674
"S241";"D3S1358";3768
"S241";"D4S2408";1167
"S241";"D5S818";457
"S241";"D6S1043";3715
"S241";"D7S820";839
"S241";"D8S1179";1502
"S241";"D9S1122";2056
"S241";"FGA";1951
"S241";"PENTA D";908
"S241";"PENTA E";511
"S241";"TH01";4024
"S241";"TPOX";901
"S241";"VWA";502
"S242";"CSF1PO";413
"S242";"D10S1248";1443
"S242";"D12S391";914
"S242";"D13S317";1529
"S242";"D16S539";1648
"S242";"D17S1301";1284
"S242";"D18S51";1018
"S242";"D19S433";1338
"S242";"D1S1656";778
"S242";"D20S482";4927
"S242";"D21S11";940
"S242";"D22S1045";949
"S242";"D2S1338";1377
"S242";"D2S441";1918
"S242";"D3S1358";2766
"S242";"D4S2408";1614
"S242";"D5S818";866
"S242";"D6S1043";4251
"S242";"D7S820";1086
"S242";"D8S1179";2633
"S242";"D9S1122";2765
"S242";"FGA";2760
"S242";"PENTA D";1365
"S242";"PENTA E";648
"S242";"TH01";6844
"S242";"TPOX";1088
"S242";"VWA";557
"S243";"CSF1PO";315
"S243";"D10S1248";1154
"S243";"D12S391";1077
"S243";"D13S317";1243
"S243";"D16S539";1389
"S243";"D17S1301";1114
"S243";"D18S51";1082
"S243";"D19S433";1169
"S243";"D1S1656";476
"S243";"D20S482";3575
"S243";"D21S11";941
"S243";"D22S1045";916
"S243";"D2S1338";1059
"S243";"D2S441";1531
"S243";"D3S1358";2809
"S243";"D4S2408";1050
"S243";"D5S818";512
"S243";"D6S1043";2731
"S243";"D7S820";742
"S243";"D8S1179";1301
"S243";"D9S1122";1773
"S243";"FGA";2278
"S243";"PENTA D";665
"S243";"PENTA E";660
"S243";"TH01";3526
"S243";"TPOX";885
"S243";"VWA";651
"S244";"CSF1PO";209
"S244";"D10S1248";513
"S244";"D12S391";558
"S244";"D13S317";746
"S244";"D16S539";1054
"S244";"D17S1301";735
"S244";"D18S51";560
"S244";"D19S433";823
"S244";"D1S1656";313
"S244";"D20S482";2073
"S244";"D21S11";461
"S244";"D22S1045";623
"S244";"D2S1338";578
"S244";"D2S441";884
"S244";"D3S1358";1746
"S244";"D4S2408";812
"S244";"D5S818";407
"S244";"D6S1043";1898
"S244";"D7S820";468
"S244";"D8S1179";902
"S244";"D9S1122";1262
"S244";"FGA";1135
"S244";"PENTA D";517
"S244";"PENTA E";425
"S244";"TH01";1977
"S244";"TPOX";495
"S244";"VWA";329
"S245";"CSF1PO";267
"S245";"D10S1248";1078
"S245";"D12S391";909
"S245";"D13S317";1026
"S245";"D16S539";1239
"S245";"D17S1301";766
"S245";"D18S51";817
"S245";"D19S433";1483
"S245";"D1S1656";541
"S245";"D20S482";3252
"S245";"D21S11";605
"S245";"D22S1045";1653
"S245";"D2S1338";1062
"S245";"D2S441";1260
"S245";"D3S1358";2630
"S245";"D4S2408";1133
"S245";"D5S818";484
"S245";"D6S1043";3311
"S245";"D7S820";668
"S245";"D8S1179";1220
"S245";"D9S1122";1807
"S245";"FGA";2066
"S245";"PENTA D";766
"S245";"PENTA E";497
"S245";"TH01";3212
"S245";"TPOX";880
"S245";"VWA";383
"S246";"CSF1PO";265
"S246";"D10S1248";902
"S246";"D12S391";846
"S246";"D13S317";951
"S246";"D16S539";1325
"S246";"D17S1301";965
"S246";"D18S51";1055
"S246";"D19S433";1299
"S246";"D1S1656";557
"S246";"D20S482";3902
"S246";"D21S11";635
"S246";"D22S1045";795
"S246";"D2S1338";1008
"S246";"D2S441";1588
"S246";"D3S1358";2521
"S246";"D4S2408";1133
"S246";"D5S818";515
"S246";"D6S1043";3361
"S246";"D7S820";776
"S246";"D8S1179";1329
"S246";"D9S1122";1651
"S246";"FGA";2161
"S246";"PENTA D";1042
"S246";"PENTA E";571
"S246";"TH01";3890
"S246";"TPOX";825
"S246";"VWA";553
"S247";"CSF1PO";286
"S247";"D10S1248";935
"S247";"D12S391";917
"S247";"D13S317";827
"S247";"D16S539";997
"S247";"D17S1301";834
"S247";"D18S51";831
"S247";"D19S433";1125
"S247";"D1S1656";255
"S247";"D20S482";3749
"S247";"D21S11";512
"S247";"D22S1045";1175
"S247";"D2S1338";855
"S247";"D2S441";1091
"S247";"D3S1358";2529
"S247";"D4S2408";1333
"S247";"D5S818";430
"S247";"D6S1043";2774
"S247";"D7S820";722
"S247";"D8S1179";1527
"S247";"D9S1122";1725
"S247";"FGA";1158
"S247";"PENTA D";569
"S247";"PENTA E";504
"S247";"TH01";3459
"S247";"TPOX";779
"S247";"VWA";325
"S248";"CSF1PO";306
"S248";"D10S1248";1107
"S248";"D12S391";1480
"S248";"D13S317";1319
"S248";"D16S539";1829
"S248";"D17S1301";1128
"S248";"D18S51";1126
"S248";"D19S433";1468
"S248";"D1S1656";481
"S248";"D20S482";4414
"S248";"D21S11";980
"S248";"D22S1045";2167
"S248";"D2S1338";1185
"S248";"D2S441";1477
"S248";"D3S1358";2939
"S248";"D4S2408";1608
"S248";"D5S818";901
"S248";"D6S1043";4721
"S248";"D7S820";1061
"S248";"D8S1179";1753
"S248";"D9S1122";2159
"S248";"FGA";2685
"S248";"PENTA D";1130
"S248";"PENTA E";712
"S248";"TH01";4890
"S248";"TPOX";811
"S248";"VWA";441
"S249";"CSF1PO";271
"S249";"D10S1248";911
"S249";"D12S391";1041
"S249";"D13S317";1032
"S249";"D16S539";1454
"S249";"D17S1301";856
"S249";"D18S51";819
"S249";"D19S433";1534
"S249";"D1S1656";415
"S249";"D20S482";5014
"S249";"D21S11";746
"S249";"D22S1045";1295
"S249";"D2S1338";1066
"S249";"D2S441";1233
"S249";"D3S1358";2767
"S249";"D4S2408";1288
"S249";"D5S818";692
"S249";"D6S1043";3619
"S249";"D7S820";857
"S249";"D8S1179";1378
"S249";"D9S1122";1748
"S249";"FGA";1832
"S249";"PENTA D";997
"S249";"PENTA E";570
"S249";"TH01";4461
"S249";"TPOX";947
"S249";"VWA";423
"S25";"CSF1PO";477
"S25";"D10S1248";773
"S25";"D12S391";736
"S25";"D13S317";932
"S25";"D16S539";1173
"S25";"D17S1301";510
"S25";"D18S51";760
"S25";"D19S433";1104
"S25";"D1S1656";316
"S25";"D20S482";2905
"S25";"D21S11";903
"S25";"D22S1045";648
"S25";"D2S1338";689
"S25";"D2S441";1200
"S25";"D3S1358";1852
"S25";"D4S2408";1115
"S25";"D5S818";456
"S25";"D6S1043";1761
"S25";"D7S820";659
"S25";"D8S1179";1352
"S25";"D9S1122";1635
"S25";"FGA";1154
"S25";"PENTA D";435
"S25";"PENTA E";340
"S25";"TH01";3027
"S25";"TPOX";647
"S25";"VWA";362
"S250";"CSF1PO";229
"S250";"D10S1248";1159
"S250";"D12S391";983
"S250";"D13S317";1232
"S250";"D16S539";1210
"S250";"D17S1301";940
"S250";"D18S51";924
"S250";"D19S433";1267
"S250";"D1S1656";338
"S250";"D20S482";4555
"S250";"D21S11";751
"S250";"D22S1045";1962
"S250";"D2S1338";1022
"S250";"D2S441";1492
"S250";"D3S1358";2661
"S250";"D4S2408";1407
"S250";"D5S818";684
"S250";"D6S1043";3157
"S250";"D7S820";770
"S250";"D8S1179";1639
"S250";"D9S1122";1869
"S250";"FGA";2027
"S250";"PENTA D";1060
"S250";"PENTA E";483
"S250";"TH01";4647
"S250";"TPOX";676
"S250";"VWA";463
"S251";"CSF1PO";409
"S251";"D10S1248";1248
"S251";"D12S391";1297
"S251";"D13S317";1799
"S251";"D16S539";1824
"S251";"D17S1301";1361
"S251";"D18S51";1246
"S251";"D19S433";1434
"S251";"D1S1656";489
"S251";"D20S482";4859
"S251";"D21S11";861
"S251";"D22S1045";1087
"S251";"D2S1338";1376
"S251";"D2S441";1740
"S251";"D3S1358";3427
"S251";"D4S2408";1773
"S251";"D5S818";824
"S251";"D6S1043";3510
"S251";"D7S820";1197
"S251";"D8S1179";1919
"S251";"D9S1122";2355
"S251";"FGA";2365
"S251";"PENTA D";1046
"S251";"PENTA E";691
"S251";"TH01";5306
"S251";"TPOX";1154
"S251";"VWA";542
"S252";"CSF1PO";301
"S252";"D10S1248";1197
"S252";"D12S391";1431
"S252";"D13S317";2038
"S252";"D16S539";1897
"S252";"D17S1301";1442
"S252";"D18S51";1255
"S252";"D19S433";1931
"S252";"D1S1656";583
"S252";"D20S482";5829
"S252";"D21S11";1086
"S252";"D22S1045";2544
"S252";"D2S1338";1342
"S252";"D2S441";2149
"S252";"D3S1358";3516
"S252";"D4S2408";1754
"S252";"D5S818";822
"S252";"D6S1043";4804
"S252";"D7S820";920
"S252";"D8S1179";1636
"S252";"D9S1122";2653
"S252";"FGA";2918
"S252";"PENTA D";1553
"S252";"PENTA E";600
"S252";"TH01";5061
"S252";"TPOX";1055
"S252";"VWA";693
"S253";"CSF1PO";362
"S253";"D10S1248";1241
"S253";"D12S391";1272
"S253";"D13S317";1219
"S253";"D16S539";1627
"S253";"D17S1301";773
"S253";"D18S51";742
"S253";"D19S433";1390
"S253";"D1S1656";414
"S253";"D20S482";5233
"S253";"D21S11";731
"S253";"D22S1045";1668
"S253";"D2S1338";1074
"S253";"D2S441";1416
"S253";"D3S1358";2938
"S253";"D4S2408";1386
"S253";"D5S818";639
"S253";"D6S1043";4375
"S253";"D7S820";638
"S253";"D8S1179";1836
"S253";"D9S1122";1833
"S253";"FGA";2344
"S253";"PENTA D";813
"S253";"PENTA E";687
"S253";"TH01";4294
"S253";"TPOX";902
"S253";"VWA";580
"S254";"CSF1PO";245
"S254";"D10S1248";897
"S254";"D12S391";1375
"S254";"D13S317";1275
"S254";"D16S539";1551
"S254";"D17S1301";1113
"S254";"D18S51";1055
"S254";"D19S433";1436
"S254";"D1S1656";432
"S254";"D20S482";5097
"S254";"D21S11";703
"S254";"D22S1045";836
"S254";"D2S1338";1015
"S254";"D2S441";1696
"S254";"D3S1358";3244
"S254";"D4S2408";1257
"S254";"D5S818";771
"S254";"D6S1043";4294
"S254";"D7S820";816
"S254";"D8S1179";1758
"S254";"D9S1122";1816
"S254";"FGA";2442
"S254";"PENTA D";847
"S254";"PENTA E";551
"S254";"TH01";4319
"S254";"TPOX";793
"S254";"VWA";532
"S255";"CSF1PO";219
"S255";"D10S1248";613
"S255";"D12S391";812
"S255";"D13S317";922
"S255";"D16S539";703
"S255";"D17S1301";660
"S255";"D18S51";580
"S255";"D19S433";846
"S255";"D1S1656";298
"S255";"D20S482";2977
"S255";"D21S11";567
"S255";"D22S1045";518
"S255";"D2S1338";548
"S255";"D2S441";943
"S255";"D3S1358";1893
"S255";"D4S2408";652
"S255";"D5S818";472
"S255";"D6S1043";2195
"S255";"D7S820";502
